S.No,Tracking ID,Kollegeapply ID,Client Name,Account Category,Onboarding Status,Campaign Status,Type of Account,Account Zone,State,City,Sales TL,Sales AM,Ops Zonal Manager,Ops TL,OPS AM,Payment Status,Course,Type of Calling,Deal Type,Performance Parameter,Delivery Method,Min Daily Lead Limit(DLL),Max Daily Lead Limit(DLL)	,CRM,CRM Access Status,Client Name in CRM,Feedback Status,CRM Data Status,Application Form Link,Delivery Remark (Objective),Target Lead,Target Application,Target Admission,On-Boarding Date,Delivery Start Date,Delivery End Date,No. of Days,Ads Approval,Ads Status,Landing Page Used,Ads Redirection Link,Ads Started Date,META Status,API Limit,Maximum DLL (Daily Lead Limit),Regular DLL (Daily Lead Limit),Lead Origin - Ads Leads,Application Form Fee,Application Last Date,KAPP LP - Adwords Desktop,KAPP LP - Adwords Mobile,KAPP LP - Bing,KAPP LP - META,KAPP LP - SMS,KAPP LP - Email,KAPP LP - Whatsapp,Duplicate Lead Code,Application Code,Vendor Code,Admission Code,OTP Page ?,Application Status,Application Remarks,Admission Status,Admission Remarks,Campaign Remarks
124,12000124,7047261,Sri Venkateswara College,,Onboarded,Active,College/University,South,Tamil Nadu,Coimbatore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Surchand Laitonjam,Received,"MBA, MCA",Client,CPL,Admission,API,5,5,Client,Received,,Realtime,UnMask,-,,,,5,2-Dec-2025,26-Dec-2025,,109,Yes - Open,Not Running,Client LP,-,,,No,30,5,API,,,ca124,cb124,cc124,cm124,cs124,ce124,cw124,cad124,cap124,cv124,,,,,,,
125,12000125,7004326,IFIM Institutions,,Onboarded,Active,Institute,South,Karnataka,Bangalore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Surchand Laitonjam,Will be received,"MBA, BBA, BBA With KPMG, B.Com, BCA Software Engineering, BCA Artificial Intelligence, BBA LLB, LLB",Client,CPA,Application,API,50,100,NPF,Received,IFIM Institutions,Realtime,UnMask,https://admission.ifim.edu.in/?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026&utm_adgroupid=1766936926.1767946250,,,140,,3-Dec-2025,3-Dec-2025,,132,Yes - Open,Running,Client LP,https://admission.ifim.edu.in/?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026&utm_adgroupid=1766936926.1767946250,,,Yes,200,200,Widget,,,ca125,cb125,cc125,cm125,cs125,ce125,cw125,cad125,cap125,cv125,,Yes,Dashboard,,,,
126,12000126,7042487,GD Goenka University,P1,Onboarded,Active,College/University,North,Haryana,Gurgaon,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Ishu Gupta,Not Received,All Courses,Client,CPA,Application,API,50,80,NPF,Received,GD Goenka University,,UnMask,https://applications.gdgoenkauniversity.com/,,,120,,19-Dec-2025,20-Dec-2025,,115,Yes - Hidden,Running,Client LP,https://applications.gdgoenkauniversity.com/?utm_source=kollegeapply&utm_medium=textlinka&utm_campaign=2026,,,Yes,150,150,,,31-Jan-2026,ca126,cb126,cc126,cm126,cs126,ce126,cw126,cad126,cap126,cv126,,Yes,Dashboard,Paid Applications,,,
127,12000127,7043039,Sharda University,P1,Onboarded,Active,College/University,North,Uttar Pradesh,Greater Noida,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Ishu Gupta,Will be received,All Courses,Client,CPS,Admission,API,80,100,Client,Received,,,UnMask,https://admissions.sharda.ac.in/apply-aff/,,,,100,29-Nov-2025,1-Dec-2025,,134,No,Stopped,Client LP,https://admissions.sharda.ac.in/apply-aff/?utm_source=Kollegeapply&utm_medium=bk01&utm_campaign=2026,Caught,,Yes,200,200,,,,ca127,cb127,cc127,cm127,cs127,ce127,cw127,cad127,cap127,cv127,,Yes,Application Status,Manage application then payment done,,,
128,12000128,7043268,Vijaybhoomi University,,Onboarded,Active,College/University,South,Maharashtra,Mumbai,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Anshika Dwivedi,Received,All Courses,Client,CPA,Application,API,50,100,NPF,Not Received,,Realtime,Mask,,,,105,,2-Dec-2025,3-Dec-2025,,132,Yes - Open,Running,Client LP,https://admissions.vijaybhoomi.edu.in/application-form?utm_source=kollegeapply&utm_medium=banner&utm_campaign=2026,,,Yes,200,200,,,,ca128,cb128,cc128,cm128,cs128,ce128,cw128,cad128,cap128,cv128,,Yes,Dashboard,,Dashboard,,
129,12000129,7043014,Sanskriti University,P3,Onboarded,Active,College/University,North,Uttar Pradesh,Mathura,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Vasudev Sharma,Will be received,All Courses,Client,CPS,Admission,API,80,100,Extraaedge,Received,,,UnMask,,,,800,400,2-Dec-2025,2-Dec-2025,,133,Yes - Open,Not Running,Client LP,https://admission.sanskriti.edu.in/?utm_source=KollegeApply&utm_medium=kapp03&utm_campaign=2026,,,No,5000,500,,,,ca129,cb129,cc129,cm129,cs129,ce129,cw129,cad129,cap129,cv129,,,Dashboard,Application Paid,,,
130,12000130,7005674,IIBS Bangalore,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Surchand Laitonjam,Will be received,MBA/PGDM,Client,CPL,Application,API,200,300,NPF,Received,International Institute of Business Studies,Realtime,Mask,https://www.iibsonline.com/pgdm-admission/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,80,,3-Dec-2025,3-Dec-2025,,132,Yes - Open,Stopped,Client LP,https://www.iibsonline.com/pgdm-admission/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,No,1000,2000,Widget,,,ca130,cb130,cc130,cm130,cs130,ce130,cw130,cad130,cap130,cv130,,,Dashboard,,Dashboard,,
131,12000131,7045468,SOIM Hyderabad,,Onboarded,Active,College/University,West,Telangana,Hyderabad,Bhumit Sagathiya,Bhumit Sagathiya,Govind Mahara,Govind Mahara,Surchand Laitonjam,Received,PGDM,Client,CPL,Admission,API,100,500,Extraaedge,Received,,Realtime,Mask,https://soim.edu.in/apply_now/?utm_source=KollegeApply&utm_medium=kapp01&utm_campaign=2026,,,,5,3-Dec-2025,4-Dec-2025,,131,No,Stopped,Client LP,https://soim.edu.in/apply_now/?utm_source=KollegeApply&utm_medium=kapp01&utm_campaign=2026,,,No,100,100,API,,,ca131,cb131,cc131,cm131,cs131,ce131,cw131,cad131,cap131,cv131,,No,Dashboard,,,,
132,12000132,7043124,SRM Sonipat,P2,Onboarded,Active,College/University,North,Haryana,Sonepat,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Vasudev Sharma,Will be received,ALL Courses,Client,CPS,Admission,API,80,100,NPF,Received,"SRM University Delhi-NCR, Sonepat",,UnMask,https://admissions.srmuniversity.ac.in/?utm_source=kollegeapply&utm_campaign=bk01&utm_term=2026,,,,70,4-Dec-2025,4-Dec-2025,,131,Yes - Hidden,Not Running,Client LP,https://admissions.srmuniversity.ac.in/?utm_source=kollegeapply&utm_medium=textlinkc&utm_campaign=2026,,,Yes,200,200,Both (Online/API),,,ca132,cb132,cc132,cm132,cs132,ce132,cw132,cad132,cap132,cv132,,Yes,Dashboard,,,,
133,12000133,7005286,IEM Kolkata,,Onboarded,Active,College/University,East,West Bengal,Kolkata,Viswajeet Biswal,Nikita Jha,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Will be Received,MBA/PGDM,Client,CPL,Admission,API,25,50,Client,Received,IEM Kolkata,,UnMask,https://lp.kollegeapply.com/IEM2026/login.php,,800,,5,3-Dec-2025,4-Dec-2025,,131,No,Running,KAPP LP,,,,No,,40,,,,ca133,cb133,cc133,cm133,cs133,ce133,cw133,cad133,cap133,cv133,,,,,Vlookup,,
134,12000134,7043210,UEM Kolkata,,Onboarded,Active,College/University,East,West Bengal,Kolkata,Viswajeet Biswal,Nikita Jha,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Will be Received,"MBA, B.Tech, BBA, BCA, M.Tech, MCA, B.Sc, BBA LLB",Client,CPL,Admission,API,25,50,Client,Received,UEM Kolkata,,UnMask,https://lp.kollegeapply.com/UEM_Kolkata2026/login.php,,3500,,35,3-Dec-2025,4-Dec-2025,,131,No,Stopped,KAPP LP,,,,No,,40,,,,ca134,cb134,cc134,cm134,cs134,ce134,cw134,cad134,cap134,cv134,,,,,Vlookup,,
135,12000135,7043222,UEM Jaipur,,Onboarded,Active,College/University,East,Rajasthan,Jaipur,Viswajeet Biswal,Nikita Jha,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Will be Received,"MBA, B.Tech, BBA, BCA, M.Tech, MCA, B.Sc, BPT, MPT, M.Sc",Client,CPL,Admission,API,25,50,Client,Received,UEM Jaipur,,UnMask,https://lp.kollegeapply.com/UEM_Jaipur2026/login.php,,5500,,50,3-Dec-2025,4-Dec-2025,,131,No,Stopped,KAPP LP,,,,No,,250,,,,ca135,cb135,cc135,cm135,cs135,ce135,cw135,cad135,cap135,cv135,,,,,Vlookup,,
136,12000136,7033960,Centurion University,,Onboarded,Active,College/University,East,Odisha,Bhubaneswar,Viswajeet Biswal,Abhitosh Das,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Will be received,All Courses,Client,CPL,Admission,API,50,200,NPF 8,Received,Centurion University of Technology And Management,Offline,Mask,https://admissions.cutm.ac.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,5000 (Qualified Leads),5000,,100,4-Dec-2025,6-Dec-2025,,129,Yes - Hidden,Running,Client LP,,,,No,300,300,Online,,24-Feb-2026,ca136,cb136,cc136,cm136,cs136,ce136,cw136,cad136,cap136,cv136,,,Dashboard,Paid Applications,Dashboard,Enrolment Status,
137,12000137,7050096,Globsyn Business School,,Onboarded,Active,College/University,East,West Bengal,Kolkata,Viswajeet Biswal,Nikita Jha,Dinesh Singh,Anubha Agrawal,Anubha Agrawal,Will be Received,PGDM,Client,CPL,Application,API,30,40,NPF,Received,Globsyn Business School,Realtime,Mask,https://admissions.globsyn.edu.in/?utm_source=kollegeapply&utm_medium=ts01&utm_campaign=2026,,2000,40,,4-Dec-2025,5-Dec-2025,,130,Yes - Hidden,Stopped,Client LP,https://admissions.globsyn.edu.in/?utm_source=kollegeapply&utm_medium=ts01&utm_campaign=2026,,,Yes,200,200,,1000,10-Feb-2026,ca137,cb137,cc137,cm137,cs137,ce137,cw137,cad137,cap137,cv137,,Yes,Dashboard,Paid Applications,,,
138,12000138,7005641,NIFD Pune,,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Taniya,Not Received,"B.Des/M.Des/B.Voc/M.Voc. (Interior/Fashion Design), BBA(Retail and Design Management)",Client,CPS,Admission,API,20,50,NPF,Received,NIF Pune Kothrud,Realtime,Mask,https://admissions.nifpunekothrud.com/?utm_source=KollegeApply&utm_medium=textlinka&utm_campaign=2026,,2000,,10,3-Dec-2025,5-Dec-2025,,130,No,Stopped,Client LP,https://admissions.nifpunekothrud.com/?utm_source=KollegeApply&utm_medium=textlinka&utm_campaign=2026,,,,10,10,,,,ca138,cb138,cc138,cm138,cs138,ce138,cw138,cad138,cap138,cv138,,No,,,,,
139,12000139,7050366,ITM Business School,,Onboarded,Paused,College/University,West,Maharashtra,Navi Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Aadesh Kumar,Not Received,MBA/PGDM,Client,CPA,Application,API,100,150,NPF,Received,ITM Business School,Realtime,Mask,,,15000,150,,5-Dec-2025,24-Dec-2025,,111,No,Stopped,Client LP,https://www.itm.edu/lp/mba/?utm_source=kollegeapply&utm_medium=textlinkb&utm_campaign=2026,,,,150,150,,,,ca139,cb139,cc139,cm139,cs139,ce139,cw139,cad139,cap139,cv139,,,,,,,
140,12000140,7050444,Whistling Woods International,,Onboarded,Active,College/University,West,Maharashtra,Navi Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Aadesh Kumar,Not Received,"MBA/PGDM/BBA/Filmmaking, Acting, and Music",Client,CPL,Application,API,30,50,NPF 6,Received,Whistling Woods International,Realtime,Mask,https://whistlingwoods.co.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,700,14,,5-Dec-2025,9-Dec-2025,,126,No,Running,Client LP,https://whistlingwoods.co.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,No,100,100,,,,ca140,cb140,cc140,cm140,cs140,ce140,cw140,cad140,cap140,cv140,,,,,,,
141,12000141,7037219,Dr. D.Y. Patil B School,,Onboarded,Paused,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Aadesh Kumar,Not Received,MBA/PGDM,Client,CPL,Application,API,50,100,NPF 4,Received,Dr. D.Y. Patil B-School,Realtime,Mask,https://dpgu.edu.in/admissions-2026/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,6000,125,,5-Dec-2025,19-Dec-2025,,116,Yes - Open,Stopped,Client LP,https://dpgu.edu.in/admissions-2026/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,No,,50,,,,ca141,cb141,cc141,cm141,cs141,ce141,cw141,cad141,cap141,cv141,,,,,,,
142,12000142,7053534,DPGU SBS,,Onboarded,Paused,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Aadesh Kumar,Not Received,MBA/PGDM,Client,CPL,Application,API,50,100,NPF 4,Received,DPGU- SBS & SMR Dr. D. Y. Patil Unitech Society,Realtime,Mask,-,,4000,40,,5-Dec-2025,16-Dec-2025,,119,Yes - Open,Not Running,,-,,,No,,10,,,,ca142,cb142,cc142,cm142,cs142,ce142,cw142,cad142,cap142,cv142,,,,,,,
143,12000143,7053539,DPGU SMR,,Onboarded,Paused,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Aadesh Kumar,Not Received,MBA/PGDM,Client,CPL,Application,API,50,100,NPF 4,Received,DPGU- SBS & SMR Dr. D. Y. Patil Unitech Society,Realtime,Mask,-,,4000,40,,5-Dec-2025,16-Dec-2025,,119,Yes - Open,Not Running,,-,,,No,,10,,,,ca143,cb143,cc143,cm143,cs143,ce143,cw143,cad143,cap143,cv143,,,,,,,
144,12000144,7017346,NSHM Kolkata,,Onboarded,Active,College/University,East,West Bengal,Kolkata,Viswajeet Biswal,Nikita Jha,Dinesh Singh,Anubha Agrawal,Anubha Agrawal,Will be Received,"MBA, MCA, M.Sc, M.Pharm
BBA, BCA, B.Pharm, B.Sc",Client,CPA,Application,API,25,50,NPF 4,Received,"NSHM Knowledge Campus, Kolkata",Realtime,Mask,https://koladmission.nshm.com/?utm_source=kollege&utm_medium=sms_c&utm_campaign=2026,,5000,100,,5-Dec-2025,6-Dec-2025,,129,Yes - Hidden,Stopped,Client LP,https://koladmission.nshm.com/?utm_source=kollege&utm_medium=sms_c&utm_campaign=2026,,,Yes,,75,,,,ca144,cb144,cc144,cm144,cs144,ce144,cw144,cad144,cap144,cv144,,Yes,,,,,-Panel access is removed due to client's internal error
145,12000145,7006823,JD Institute of Fashion Technology,,Onboarded,Active,College/University,East,Delhi,New Delhi,Viswajeet Biswal,Rahul Raj,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Will be received,All Courses,Client,CPS,Admission,API,-,-,NPF,Received,JD Institute of Fashion Technology,Offline,Mask,https://admission.jdinstitute.ac.in/,1000 (Verified Leads),1000,,25,6-Dec-2025,6-Dec-2025,,129,Yes - Hidden,Stopped,Client LP,,,,No,300,100,,,,ca145,cb145,cc145,cm145,cs145,ce145,cw145,cad145,cap145,cv145,,,Dashboard,Paid Applications,Dashboard,Enrolment Status,
146,12000146,7010237,Geeta University,,Onboarded,Active,College/University,North,Haryana,Panipat,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Vasudev Sharma,Will be received,All Courses,Client,CPS,Admission,API,30,100,NPF 6,Received,Geeta University,,Mask,,,,200,100,6-Dec-2025,10-Dec-2025,,125,Yes - Hidden,Not Running,Client LP,https://geetauniversity.edu.in/?utm_source=kollegeapply&utm_medium=textlinkc&utm_campaign=2026,,,Yes,250,250,Both (Widget/API),,,ca146,cb146,cc146,cm146,cs146,ce146,cw146,cad146,cap146,cv146,,Yes,Dashboard,,,,
147,12000147,7042591,Indus University,,Onboarded,Active,College/University,West,Gujarat,Ahmedabad,Bhumit Sagathiya,Mahir,Govind Mahara,Aadesh Kumar,Paras Chaturvedi,Received,All Courses,Client,CPS,Admission,API,100,1000,NPF 6,Received,Indus University,Realtime,UnMask,https://admissions.indusuni.ac.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,500,,8-Dec-2025,5-Dec-2025,,130,,Running,Client LP,https://admissions.indusuni.ac.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,No,,100,,,,ca147,cb147,cc147,cm147,cs147,ce147,cw147,cad147,cap147,cv147,,No,Dashboard,,Dashboard,,
148,12000148,7050154,Sigma University,,Onboarded,Active,College/University,West,Gujarat,Vadodara,Bhumit Sagathiya,Mahir,Govind Mahara,Aadesh Kumar,Paras Chaturvedi,Received,All Courses,Client,CPS,Admission,API,100,200,Client,Received,-,Realtime,UnMask,https://admissions.sigmauniversity.ac.in/?utm_source=kollegeapply&utm_medium=testlink&utm_campaign=2026,,50000,,150,11-Dec-2025,5-Dec-2025,,130,,Running,Client LP,https://admissions.sigmauniversity.ac.in/?utm_source=kollegeapply&utm_medium=testlink&utm_campaign=2026,,,No,,300,,,,ca148,cb148,cc148,cm148,cs148,ce148,cw148,cad148,cap148,cv148,,No,Dashboard,,Dashboard,,
149,12000149,7050540,Soundarya Institute of Management & Science,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Anshika Dwivedi,Received,All Courses,Client,CPL,Admission,API,30,50,NPF 6,Received,,Realtime,UnMask,,,,,22,6-Dec-2025,6-Dec-2025,,129,Yes - Open,Stopped,Client LP,https://admissions.soundarya.edu.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,No,500,500,,,,ca149,cb149,cc149,cm149,cs149,ce149,cw149,cad149,cap149,cv149,,No,Dashboard,,Dashboard,,
150,12000150,7037963,Ecole Intuit Lab Bangalore,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Anshika Dwivedi,Received,Design,Client,CPL,Admission,API,20,50,NPF,Received,Ecole Intuit Lab,Realtime,UnMask,,,,,10,6-Dec-2025,11-Dec-2025,,124,,Running,Client LP,https://npf.ecole-intuit-lab.co.in/banglore-campus-application-form?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,No,500,500,,,,ca150,cb150,cc150,cm150,cs150,ce150,cw150,cad150,cap150,cv150,,No,Dashboard,,Dashboard,,
151,12000151,7051966,IIHS University Bangalore,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Anshika Dwivedi,Received,All Courses,Client,CPL,Admission,API,30,50,NPF 6,Received,,Realtime,Mask,,,,,3,6-Dec-2025,9-Dec-2025,,126,,Not Running,Client LP,https://apply.iihs.ac.in/?utm_source=KollegeApply&utm_medium=bk01&utm_campaign=2026,,,No,2,2,,,,ca151,cb151,cc151,cm151,cs151,ce151,cw151,cad151,cap151,cv151,,No,Dashboard,,Dashboard,,
152,12000152,7005965,IZEE Group of Institutions,,Onboarded,Active,Institute,South,Karnataka,Bangalore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Anshika Dwivedi,Received,All Courses,Client,CPA,Application,API,100,200,NPF 6,Received,,Realtime,Mask,,,,82,,6-Dec-2025,9-Dec-2025,,126,,Stopped,Client LP,https://apply.izeeinstitutions.com/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,No,50,50,,,,ca152,cb152,cc152,cm152,cs152,ce152,cw152,cad152,cap152,cv152,,Yes,Dashboard,,Dashboard,,
153,12000153,7051163,Asian School of Businesses,,Onboarded,Active,College/University,South,Kerala,Trivandrum,Raghav Luthra,Akhil Das,Govind Mahara,Govind Mahara,Surchand Laitonjam,Received,MBA,Client,CPL,Admission,API,15,15,Extraaedge,Received,,Realtime,Mask,https://www.asb.ac.in/list-pg-apply-online,,,,15,5-Dec-2025,6-Dec-2025,,129,Yes - Open,Not Running,Client LP,https://www.asb.ac.in/list-pg-apply-online,,,No,50,50,API,,,ca153,cb153,cc153,cm153,cs153,ce153,cw153,cad153,cap153,cv153,,,Dashboard,,,,
154,12000154,7017104,NITK Surathkal School of Management,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Kannav Kapoor,Will be Received,MBA,Client,CPL,Admission,API,20,30,Google Sheet,NA,,,UnMask,-,,,,10,6-Dec-2025,9-Dec-2025,,126,,Not Running,,-,,,,,100,,,,ca154,cb154,cc154,cm154,cs154,ce154,cw154,cad154,cap154,cv154,,,Lead Stage,,Lead Stage,,
155,12000155,7005710,IISM Mumbai,,Onboarded,Active,College/University,West,Maharashtra,Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Aadesh Kumar,Not Received,MBA in Sports Management/B.Sc in Sports Management/B.Sc in Sports Science,Client,CPS,Admission,API,50,100,NPF,Received,IISM,Realtime,Mask,,,3000,,10,8-Dec-2025,17-Dec-2025,,118,No,Stopped,Client LP,https://admissions.iismworld.com/?utm_source=kollegeapply&utm_medium=textlinkb&utm_campaign=2026,,,,25,10,,,,ca155,cb155,cc155,cm155,cs155,ce155,cw155,cad155,cap155,cv155,,,,,,,
156,12000156,7050158,Atria Institute of Technology,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Kannav Kapoor,Will be Received,All Courses,Client,CPL,Admission,API,10,10,Extraaedge,Not Received,,,Mask,-,,,,10,9-Dec-2025,9-Dec-2025,,126,Yes - Open,Not Running,,-,,,,,50,,,,ca156,cb156,cc156,cm156,cs156,ce156,cw156,cad156,cap156,cv156,,,Dashboard,,Dashboard,,
157,12000157,7005904,ISSM Business School,,Onboarded,Active,College/University,South,Tamil Nadu,Chennai,Raghav Luthra,Andrin,Govind Mahara,Govind Mahara,Surchand Laitonjam,Received,MBA,Client,CPL,Admission,API,10,20,Google Sheet,NA,,Offline,UnMask,https://issm.in/Application.php,,,10,,6-Dec-2025,9-Dec-2025,,126,Yes - Open,Not Running,Client LP,https://issm.in/Application.php,,,No,30,30,API,,,ca157,cb157,cc157,cm157,cs157,ce157,cw157,cad157,cap157,cv157,,,,,,,
158,12000158,7039494,Universal AI University,,Onboarded,Active,College/University,West,Maharashtra,Navi Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Kartik,Received,All Courses,Client,CPS,Admission,API,100,200,NPF,Received,Universal AI University,Realtime,UnMask,-,,30000,,30,23-Dec-2025,17-Nov-2025,,148,Yes - Open,Not Running,,-,,,No,,,,,,ca158,cb158,cc158,cm158,cs158,ce158,cw158,cad158,cap158,cv158,,,,,,,
159,12000159,7048083,St. Thomas College,,Onboarded,Active,College/University,South,Kerala,Thrissur,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Kannav Kapoor,In process,"BSC,BCOM,MCOM,MSC",Client,CPL,Admission,API,20,20,NPF 8,Not Received,,,Mask,-,,,,,3-Jan-2026,15-Jan-2026,,89,Yes - Open,Not Running,,-,,,,,20,,,,ca159,cb159,cc159,cm159,cs159,ce159,cw159,cad159,cap159,cv159,,,Dashboard,,Dashboard,,
160,12000160,7050612,Mangalmay Institute of Engineering and Technology,,Onboarded,Active,College/University,North,Uttar Pradesh,Greater Noida,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Vasudev Sharma,Will be Received,All Courses,Client,CPS,Admission,API,80,100,NPF,Not Received,Mangalmay Group of Institutions,,Mask,,,,,80,9-Dec-2025,9-Dec-2025,,126,Yes - Hidden,Not Running,Client LP,https://admissions.mangalmay.org/?utm_source=kollegeapply&utm_medium=textlinka&utm_campaign=2026,,,Yes,40,40,API,,,ca160,cb160,cc160,cm160,cs160,ce160,cw160,cad160,cap160,cv160,,No,,,,,Panel is unavailable due to client's payment issue
161,12000161,7030296,Arya College of Engineering and IT,,Onboarded,Active,College/University,West,Rajasthan,Jaipur,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Kannav Kapoor,Received,All Courses,Client,CPL,Admission,API,10,20,NPF,Received,Arya College of Engineering and IT,Realtime,Mask,,,1500,,15,9-Dec-2025,9-Dec-2025,,126,No,Stopped,Client LP,https://admissions.aryacollege.in/?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026,,,Yes,10,60,,,,ca161,cb161,cc161,cm161,cs161,ce161,cw161,cad161,cap161,cv161,,,Application Status,,Application Status,,
162,12000162,7035616,Dangayach School of Hotel Management,,Onboarded,Active,College/University,West,Rajasthan,Jaipur,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Kannav Kapoor,Will be Received,All Courses,Client,CPS,Admission,API,5,10,Client,Not Received,,,Mask,-,,,,15,10-Dec-2025,22-Dec-2025,,113,No,Not Running,,-,,,,,40,,,,ca162,cb162,cc162,cm162,cs162,ce162,cw162,cad162,cap162,cv162,,,Lead Stage,,Lead Stage,,
163,12000163,7042805,Medicaps University,,Onboarded,Active,College/University,West,Madhya Pradesh,Indore,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,Received,All Courses,Client,CPL,Application,API,200,300,NPF,Received,,,UnMask,,,70000,700,,17-Jan-2026,4-Dec-2025,,131,Yes - Open,Running,Client LP,https://admission.medicaps.ac.in/?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026,,,Yes,700,700,Both (Online/Widget),,,ca163,cb163,cc163,cm163,cs163,ce163,cw163,cad163,cap163,cv163,,,Dashboard,Paid Applications,Lead Stage,Admission Done,
164,12000164,7033112,BMS College of Commerce and Management,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Andrin,Govind Mahara,Govind Mahara,Surchand Laitonjam,Received,"B.Com,BBA,BCA,PGDM",Client,CPL,Admission,Google Sheet,20,30,Google Sheet,NA,,Offline,UnMask,https://projects.bmsit.ac.in/admission-query,,,,25,11-Dec-2025,11-Dec-2025,,124,Yes - Open,Not Running,,https://projects.bmsit.ac.in/admission-query,,,No,30,30,API,,,ca164,cb164,cc164,cm164,cs164,ce164,cw164,cad164,cap164,cv164,,,,,,,
165,12000165,7031544,BSM Hyderabad,,Onboarded,Active,College/University,West,Telangana,Hyderabad,Bhumit Sagathiya,Bhumit Sagathiya,Govind Mahara,Govind Mahara,Surchand Laitonjam,Received,All Courses,Client,CPL,Application,API,25,50,NPF 6,Received,BSM Hyderabad,Realtime,Mask,https://admissions.bsm.edu.in/?utm_source=KollegeApply&utm_medium=kapp01&utm_campaign=2026,,500,,15,9-Dec-2025,11-Dec-2025,,124,No,Stopped,Client LP,https://admissions.bsm.edu.in/?utm_source=KollegeApply&utm_medium=kapp01&utm_campaign=2026,,,No,20,20,Widget,,,ca165,cb165,cc165,cm165,cs165,ce165,cw165,cad165,cap165,cv165,,No,Dashboard,,,,
